"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KCNT1",369.701414893657,-0.977192384067454,0.139503724704251,-7.00477629639719,2.47380775794104e-12,1.67740077615971e-11
"ANXA7",873.024688789948,0.682089498840352,0.0974042144458424,7.00266926560555,2.51131192334318e-12,1.7023145336608e-11
"MIR7-3HG",266.935372384749,1.21923286500141,0.174185265059018,6.99963263016712,2.56634536623323e-12,1.7380379572711e-11
"CHN2",208.349567566722,-1.247817113799,0.178469738091343,-6.99175741021345,2.71463989411663e-12,1.83624355307544e-11
"TRIM68",715.197737120833,0.686242577002221,0.0981522244077304,6.99161512786024,2.71739498262514e-12,1.83755099747925e-11
"HELZ2",766.935737134485,0.785993501105061,0.112491401607285,6.98714292714585,2.80540412172789e-12,1.89534391525081e-11
"COQ2",593.188805596935,0.813263044774778,0.116541734068777,6.97829881521096,2.98775667954818e-12,2.01671319937247e-11
"FOXP2",141.341112087447,-1.72006026033878,0.246608174275848,-6.97487123202483,3.06151097272518e-12,2.06587284811096e-11
"TIMM10",1129.1035765453,0.606161272572172,0.0869819742199188,6.96881483788352,3.19622031880729e-12,2.15352209541827e-11
"ATP6V1E2",273.379871038806,1.17940135242506,0.169398855439488,6.96227462319757,3.34821989730896e-12,2.25457566992943e-11
"CCHCR1",508.869246430951,0.845214093741884,0.121500959709199,6.95643965088689,3.48979646584215e-12,2.34637368276493e-11
"IGSF10",90.7210418915852,-2.14072791608448,0.307896124430622,-6.952760188337,3.58207330287784e-12,2.40696801701795e-11
"HS3ST4",153.988660754625,-1.56938995888734,0.225757897300431,-6.95165031945192,3.61037424609525e-12,2.4245268637615e-11
"PFDN6",1632.54743781876,0.523777376681916,0.0753506997758513,6.95119459062778,3.62205842584067e-12,2.43164264821608e-11
"RBM11",534.354110783407,0.815236596813038,0.117407867485647,6.94362834682009,3.82155083750952e-12,2.5632604942227e-11
"MYLK",311.608420447693,-1.18423729605912,0.170833084536541,-6.93213085317685,4.14548223567543e-12,2.77719971478148e-11
"TFB1M",603.867913528102,0.816930981228848,0.117856159042127,6.93159345992973,4.16126389876318e-12,2.78693697553067e-11
"IER5L",250.009880923627,1.1464428625016,0.165568632556423,6.92427572058922,4.38211687703494e-12,2.92870604320735e-11
"SINHCAF",957.056018844706,0.646409015199964,0.0934477766690376,6.91732899637986,4.60238413709495e-12,3.07407899222758e-11
